payment_id,booking_id,payment_status,paid_amount
P1064,B1064,Paid,9136
P1065,B1065,Paid,25364
P1066,B1066,Paid,21182
P1067,B1067,Paid,12727
P1068,B1068,Paid,24390
P1069,B1069,Paid,51644
P1070,B1070,Paid,29720
P1071,B1071,Paid,19934
P1072,B1072,Paid,26262
P1073,B1073,Paid,22818
P1074,B1074,Paid,13328
P1075,B1075,Paid,6892
P1076,B1076,Refunded,0
P1077,B1077,Paid,24428
P1078,B1078,Paid,18298
P1079,B1079,Paid,21843
P1080,B1080,Paid,9517
P1081,B1081,Paid,21098
P1082,B1082,Paid,18618
P1083,B1083,Paid,43120
P1084,B1084,Refunded,0
P1085,B1085,Paid,24596
P1086,B1086,Paid,17338
P1087,B1087,Paid,31060
P1088,B1088,Paid,12300
P1089,B1089,Paid,32574
P1090,B1090,Paid,8683
P1091,B1091,Paid,32320
P1092,B1092,Paid,31212
P1093,B1093,Paid,15388
P1094,B1094,Paid,15380
P1095,B1095,Paid,50444
P1096,B1096,Paid,35252
P1097,B1097,Refunded,0
P1098,B1098,Paid,17682
P1099,B1099,Paid,9053
P1100,B1100,Refunded,0
P1101,B1101,Refunded,0
P1102,B1102,Paid,38715
P1103,B1103,Paid,17986
P1104,B1104,Paid,7581
P1105,B1105,Paid,10988
P1106,B1106,Paid,43736
P1107,B1107,Paid,16186
P1108,B1108,Refunded,0
P1109,B1109,Paid,22938
P1110,B1110,Paid,38316
P1111,B1111,Refunded,0
P1112,B1112,Paid,38652
P1113,B1113,Paid,10048
P1114,B1114,Paid,20283
P1115,B1115,Paid,46700
P1116,B1116,Refunded,0
P1117,B1117,Paid,39168
P1118,B1118,Paid,8090
P1119,B1119,Paid,23624
P1120,B1120,Paid,10462
P1121,B1121,Paid,9011
P1122,B1122,Paid,22388
P1123,B1123,Paid,6688
P1124,B1124,Paid,20661
P1125,B1125,Paid,35776
P1126,B1126,Paid,27078
P1127,B1127,Paid,43532
P1128,B1128,Paid,32968
P1129,B1129,Paid,44236
P1130,B1130,Paid,20768
P1131,B1131,Refunded,0
P1132,B1132,Paid,24986
P1133,B1133,Refunded,0
P1134,B1134,Paid,25725
P1135,B1135,Paid,10805
P1136,B1136,Paid,36201
P1137,B1137,Paid,24616
P1138,B1138,Paid,7836
P1139,B1139,Paid,27384
P1140,B1140,Paid,30003
P1141,B1141,Paid,18984
P1142,B1142,Paid,21384
P1143,B1143,Paid,17916
P1144,B1144,Paid,38244
P1145,B1145,Paid,18992
P1146,B1146,Paid,36416
P1147,B1147,Paid,18622
P1148,B1148,Paid,12761
P1149,B1149,Paid,34448
P1150,B1150,Paid,21015
P1151,B1151,Paid,23160
P1152,B1152,Refunded,0
P1153,B1153,Paid,9166
P1154,B1154,Paid,27270
P1155,B1155,Paid,42996
P1156,B1156,Paid,20330
P1157,B1157,Paid,44392
P1158,B1158,Paid,8557
P1159,B1159,Paid,11221
P1160,B1160,Paid,23739
P1161,B1161,Paid,23352
P1162,B1162,Paid,9967
P1163,B1163,Paid,5733
P1164,B1164,Paid,38088
P1165,B1165,Paid,36464
P1166,B1166,Paid,24690
P1167,B1167,Paid,13494
P1168,B1168,Paid,35492
P1169,B1169,Paid,35024
P1170,B1170,Refunded,0
P1171,B1171,Paid,8066
P1172,B1172,Paid,8287
P1173,B1173,Paid,11173
P1174,B1174,Paid,29820
P1175,B1175,Refunded,0
P1176,B1176,Paid,17940
P1177,B1177,Paid,11253
P1178,B1178,Paid,15958
P1179,B1179,Paid,23568
P1180,B1180,Paid,7914
P1181,B1181,Paid,20392
P1182,B1182,Paid,17818
P1183,B1183,Paid,25174
P1184,B1184,Paid,22114
P1185,B1185,Paid,5577
P1186,B1186,Refunded,0
P1187,B1187,Paid,12898
P1188,B1188,Paid,10144
P1189,B1189,Paid,32787
P1190,B1190,Paid,9036
P1191,B1191,Paid,31650
P1192,B1192,Paid,23616
P1193,B1193,Paid,17258
P1194,B1194,Paid,24777
P1195,B1195,Paid,21579
P1196,B1196,Refunded,0
P1197,B1197,Paid,26508
P1198,B1198,Paid,21144
P1199,B1199,Paid,9132
P1200,B1200,Paid,15010
P1201,B1201,Paid,27540
P1202,B1202,Refunded,0
P1203,B1203,Paid,18024
P1204,B1204,Paid,34364
P1205,B1205,Paid,33690
P1206,B1206,Paid,26094
P1207,B1207,Paid,20378
P1208,B1208,Refunded,0
P1209,B1209,Paid,41540
P1210,B1210,Paid,13116
P1211,B1211,Paid,17508
P1212,B1212,Paid,21651
P1213,B1213,Paid,9932
P1214,B1214,Paid,12210
P1215,B1215,Paid,24222
P1216,B1216,Refunded,0
P1217,B1217,Refunded,0
P1218,B1218,Paid,11863
P1219,B1219,Paid,20434
P1220,B1220,Paid,12857
P1221,B1221,Paid,28641
P1222,B1222,Refunded,0
P1223,B1223,Paid,38355
P1224,B1224,Paid,22656
P1225,B1225,Refunded,0
P1226,B1226,Paid,32646
P1227,B1227,Paid,20337
P1228,B1228,Paid,17728
P1229,B1229,Refunded,0
P1230,B1230,Paid,11652
P1231,B1231,Paid,12976
P1232,B1232,Paid,15186
P1233,B1233,Paid,45204
P1234,B1234,Paid,10595
P1235,B1235,Paid,6300
P1236,B1236,Paid,26925
P1237,B1237,Refunded,0
P1238,B1238,Paid,20292
P1239,B1239,Paid,9604
P1240,B1240,Paid,31140
P1241,B1241,Paid,19230
P1242,B1242,Paid,9194
P1243,B1243,Paid,30426
P1244,B1244,Paid,35996
P1245,B1245,Refunded,0
P1246,B1246,Paid,32334
P1247,B1247,Paid,11124
P1248,B1248,Paid,11013
P1249,B1249,Paid,9455
P1250,B1250,Paid,38360
P1251,B1251,Paid,17032
P1252,B1252,Paid,20931
P1253,B1253,Paid,27459
P1254,B1254,Paid,16983
P1255,B1255,Paid,12355
P1256,B1256,Paid,23364
P1257,B1257,Paid,11406
P1258,B1258,Paid,21810
P1259,B1259,Paid,28119
P1260,B1260,Paid,17432
P1261,B1261,Paid,20800
P1262,B1262,Paid,19722
P1263,B1263,Paid,26307
P1264,B1264,Paid,39028
P1265,B1265,Paid,17736
P1266,B1266,Paid,21036
P1267,B1267,Paid,13392
P1268,B1268,Refunded,0
P1269,B1269,Paid,27618
P1270,B1270,Paid,11642
P1271,B1271,Paid,36376
P1272,B1272,Paid,25684
P1273,B1273,Refunded,0
P1274,B1274,Paid,18436
P1275,B1275,Paid,26382
P1276,B1276,Paid,5793
P1277,B1277,Refunded,0
P1278,B1278,Refunded,0
P1279,B1279,Paid,9034
P1280,B1280,Paid,23352
P1281,B1281,Paid,32841
P1282,B1282,Paid,36000
P1283,B1283,Refunded,0
P1284,B1284,Paid,15888
P1285,B1285,Paid,36980
P1286,B1286,Paid,16965
P1287,B1287,Paid,7136
P1288,B1288,Refunded,0
P1289,B1289,Paid,19508
P1290,B1290,Paid,14220
P1291,B1291,Paid,15232
P1292,B1292,Paid,18724
P1293,B1293,Refunded,0
P1294,B1294,Paid,24177
P1295,B1295,Paid,27636
P1296,B1296,Paid,29988
P1297,B1297,Paid,18328
P1298,B1298,Paid,6829
P1299,B1299,Paid,36408
P1300,B1300,Paid,22370
P1301,B1301,Paid,8947
P1302,B1302,Paid,23976
P1303,B1303,Refunded,0
P1304,B1304,Paid,6557
P1305,B1305,Paid,26004
P1306,B1306,Paid,33357
P1307,B1307,Paid,16076
P1308,B1308,Paid,21532
P1309,B1309,Paid,19452
P1310,B1310,Paid,35322
P1311,B1311,Paid,9052
P1312,B1312,Paid,27952
P1313,B1313,Paid,10675
P1314,B1314,Paid,34780
P1315,B1315,Paid,26622
P1316,B1316,Refunded,0
P1317,B1317,Refunded,0
P1318,B1318,Paid,9069
P1319,B1319,Paid,20877
P1320,B1320,Paid,34928
P1321,B1321,Paid,19340
P1322,B1322,Paid,8636
P1323,B1323,Paid,10799
P1324,B1324,Paid,14872
P1325,B1325,Paid,49872
P1326,B1326,Refunded,0
P1327,B1327,Paid,17736
P1328,B1328,Paid,36952
P1329,B1329,Paid,34080
P1330,B1330,Paid,15354
P1331,B1331,Paid,31353
P1332,B1332,Paid,27465
P1333,B1333,Refunded,0
P1334,B1334,Paid,35368
P1335,B1335,Paid,9462
P1336,B1336,Paid,29852
P1337,B1337,Paid,8747
P1338,B1338,Paid,21654
P1339,B1339,Paid,22112
P1340,B1340,Paid,12672
P1341,B1341,Refunded,0
P1342,B1342,Paid,18652
P1343,B1343,Paid,18633
P1344,B1344,Paid,20646
P1345,B1345,Paid,13194
P1346,B1346,Paid,9325
P1347,B1347,Paid,29760
P1348,B1348,Paid,29202
P1349,B1349,Paid,26502
P1350,B1350,Paid,20556
P1351,B1351,Paid,24288
P1352,B1352,Paid,33033
P1353,B1353,Paid,11827
P1354,B1354,Paid,17112
P1355,B1355,Paid,39489
P1356,B1356,Paid,22472
P1357,B1357,Paid,8137
P1358,B1358,Paid,10950
P1359,B1359,Paid,34188
P1360,B1360,Paid,12677
P1361,B1361,Paid,10304
P1362,B1362,Paid,27312
P1363,B1363,Paid,22953
P1364,B1364,Refunded,0
P1365,B1365,Paid,21681
P1366,B1366,Refunded,0
P1367,B1367,Paid,5727
P1368,B1368,Paid,11756
P1369,B1369,Paid,11026
P1370,B1370,Paid,37432
P1371,B1371,Paid,22644
P1372,B1372,Paid,32457
P1373,B1373,Paid,11892
P1374,B1374,Paid,37792
P1375,B1375,Refunded,0
P1376,B1376,Paid,9573
P1377,B1377,Paid,8163
P1378,B1378,Paid,29298
P1379,B1379,Paid,6725
P1380,B1380,Paid,12553
P1381,B1381,Paid,36040
P1382,B1382,Paid,27384
P1383,B1383,Refunded,0
P1384,B1384,Paid,10254
P1385,B1385,Paid,11233
P1386,B1386,Paid,19329
P1387,B1387,Refunded,0
P1388,B1388,Paid,12619
P1389,B1389,Paid,27240
P1390,B1390,Paid,37269
P1391,B1391,Paid,33924
P1392,B1392,Paid,6226
P1393,B1393,Paid,24344
P1394,B1394,Paid,5994
P1395,B1395,Paid,19420
P1396,B1396,Paid,20782
P1397,B1397,Refunded,0
P1398,B1398,Refunded,0
P1399,B1399,Paid,23168
P1400,B1400,Paid,11641
P1401,B1401,Refunded,0
P1402,B1402,Paid,30639
P1403,B1403,Paid,29344
P1404,B1404,Paid,35180
P1405,B1405,Paid,23432
P1406,B1406,Paid,28647
P1407,B1407,Refunded,0
P1408,B1408,Paid,18027
P1409,B1409,Paid,10828
P1410,B1410,Paid,8661
P1411,B1411,Paid,29430
P1412,B1412,Paid,33003
P1413,B1413,Paid,5937
P1414,B1414,Paid,9903
P1415,B1415,Paid,30570
P1416,B1416,Paid,24814
P1417,B1417,Refunded,0
P1418,B1418,Paid,5500
P1419,B1419,Paid,17392
P1420,B1420,Paid,5957
P1421,B1421,Paid,41608
P1422,B1422,Paid,8661
P1423,B1423,Paid,13346
P1424,B1424,Paid,18951
P1425,B1425,Refunded,0
P1426,B1426,Refunded,0
P1427,B1427,Paid,18220
P1428,B1428,Paid,32488
P1429,B1429,Paid,38556
P1430,B1430,Paid,31506
P1431,B1431,Paid,13766
P1432,B1432,Paid,8572
P1433,B1433,Refunded,0
P1434,B1434,Paid,20442
P1435,B1435,Paid,49540
P1436,B1436,Paid,25854
P1437,B1437,Paid,45776
P1438,B1438,Paid,9933
P1439,B1439,Refunded,0
P1440,B1440,Paid,21194
P1441,B1441,Paid,36592
P1442,B1442,Paid,28266
P1443,B1443,Paid,24120
P1444,B1444,Refunded,0
P1445,B1445,Paid,52228
P1446,B1446,Paid,26348
P1447,B1447,Paid,5852
P1448,B1448,Paid,35088
P1449,B1449,Paid,22146
P1450,B1450,Refunded,0
P1451,B1451,Paid,29289
P1452,B1452,Paid,11087
P1453,B1453,Paid,26124
P1454,B1454,Paid,10566
P1455,B1455,Paid,23508
P1456,B1456,Refunded,0
P1457,B1457,Paid,8726
P1458,B1458,Paid,10373
P1459,B1459,Refunded,0
P1460,B1460,Paid,24741
P1461,B1461,Paid,15180
P1462,B1462,Paid,24003
P1463,B1463,Refunded,0
P1464,B1464,Paid,33636
P1465,B1465,Paid,6437
P1466,B1466,Paid,30328
P1467,B1467,Refunded,0
P1468,B1468,Paid,21318
P1469,B1469,Paid,7060
P1470,B1470,Paid,32655
P1471,B1471,Paid,20638
P1472,B1472,Paid,21492
P1473,B1473,Paid,34308
P1474,B1474,Paid,30292
P1475,B1475,Refunded,0
P1476,B1476,Refunded,0
P1477,B1477,Refunded,0
P1478,B1478,Paid,7535
P1479,B1479,Paid,32892
P1480,B1480,Paid,36248
P1481,B1481,Paid,43652
P1482,B1482,Paid,36728
P1483,B1483,Paid,9639
P1484,B1484,Paid,31300
P1485,B1485,Paid,26802
P1486,B1486,Paid,29120
P1487,B1487,Paid,10318
P1488,B1488,Paid,11797
P1489,B1489,Refunded,0
P1490,B1490,Paid,6763
P1491,B1491,Paid,12312
P1492,B1492,Paid,45484
P1493,B1493,Paid,14850
P1494,B1494,Paid,21134
P1495,B1495,Paid,17613
P1496,B1496,Paid,33258
P1497,B1497,Paid,25948
P1498,B1498,Paid,11984
P1499,B1499,Paid,17226
P1500,B1500,Paid,41824
P1501,B1501,Refunded,0
P1502,B1502,Refunded,0
P1503,B1503,Paid,34092
P1504,B1504,Paid,25012
P1505,B1505,Refunded,0
P1506,B1506,Paid,20914
P1507,B1507,Paid,20174
P1508,B1508,Paid,52540
P1509,B1509,Paid,21268
P1510,B1510,Paid,21598
P1511,B1511,Paid,51084
P1512,B1512,Paid,33141
P1513,B1513,Paid,44264
P1514,B1514,Paid,33624
P1515,B1515,Paid,35980
P1516,B1516,Paid,11239
P1517,B1517,Refunded,0
P1518,B1518,Paid,28275
P1519,B1519,Paid,25008
P1520,B1520,Paid,22138
P1521,B1521,Paid,13070
P1522,B1522,Paid,32295
P1523,B1523,Paid,18201
P1524,B1524,Paid,35928
P1525,B1525,Paid,23898
P1526,B1526,Paid,6437
P1527,B1527,Paid,7530
P1528,B1528,Paid,26736
P1529,B1529,Paid,11998
P1530,B1530,Paid,30555
P1531,B1531,Paid,18480
P1532,B1532,Paid,23862
P1533,B1533,Paid,28263
P1534,B1534,Paid,31912
P1535,B1535,Paid,9476
P1536,B1536,Paid,8657
P1537,B1537,Paid,40680
P1538,B1538,Paid,32739
P1539,B1539,Paid,9381
P1540,B1540,Paid,9417
P1541,B1541,Paid,29757
P1542,B1542,Refunded,0
P1543,B1543,Paid,26984
P1544,B1544,Paid,22112
P1545,B1545,Paid,25214
P1546,B1546,Paid,17499
P1547,B1547,Paid,6982
P1548,B1548,Paid,17372
P1549,B1549,Paid,11227
P1550,B1550,Paid,19420
P1551,B1551,Paid,21572
P1552,B1552,Paid,20484
P1553,B1553,Paid,17484
P1554,B1554,Paid,26538
P1555,B1555,Paid,22096
P1556,B1556,Paid,19737
P1557,B1557,Paid,21328
P1558,B1558,Paid,28503
P1559,B1559,Paid,22971
P1560,B1560,Paid,21561
P1561,B1561,Refunded,0
P1562,B1562,Paid,46536
P1563,B1563,Paid,24056
P1564,B1564,Paid,5457
P1565,B1565,Paid,12931
P1566,B1566,Paid,7046
P1567,B1567,Paid,27975
P1568,B1568,Refunded,0
P1569,B1569,Paid,23748
P1570,B1570,Paid,6542
P1571,B1571,Paid,30960
P1572,B1572,Paid,45568
P1573,B1573,Paid,12627
P1574,B1574,Paid,32472
P1575,B1575,Refunded,0
P1576,B1576,Paid,8271
P1577,B1577,Paid,8586
P1578,B1578,Paid,27759
P1579,B1579,Paid,13068
P1580,B1580,Paid,40436
P1581,B1581,Paid,10524
P1582,B1582,Paid,49664
P1583,B1583,Paid,8341
P1584,B1584,Paid,5943
P1585,B1585,Paid,9694
P1586,B1586,Paid,42860
P1587,B1587,Paid,18927
P1588,B1588,Paid,21712
P1589,B1589,Paid,35644
P1590,B1590,Paid,8611
P1591,B1591,Paid,51596
P1592,B1592,Paid,16974
P1593,B1593,Paid,33291
P1594,B1594,Paid,32080
P1595,B1595,Paid,6496
P1596,B1596,Paid,16562
P1597,B1597,Paid,11467
P1598,B1598,Paid,19467
P1599,B1599,Paid,27600
P1600,B1600,Paid,17352
P1601,B1601,Paid,19014
P1602,B1602,Paid,22472
P1603,B1603,Paid,32658
P1604,B1604,Paid,8606
P1605,B1605,Paid,27675
P1606,B1606,Refunded,0
P1607,B1607,Paid,17406
P1608,B1608,Paid,25011
P1609,B1609,Paid,24174
P1610,B1610,Paid,14840
P1611,B1611,Paid,10450
P1612,B1612,Paid,34620
P1613,B1613,Paid,19674
P1614,B1614,Paid,7064
P1615,B1615,Refunded,0
P1616,B1616,Refunded,0
P1617,B1617,Paid,11033
P1618,B1618,Paid,34005
P1619,B1619,Refunded,0
P1620,B1620,Paid,31260
P1621,B1621,Paid,9436
P1622,B1622,Paid,16920
P1623,B1623,Paid,20554
P1624,B1624,Paid,45636
P1625,B1625,Paid,9159
P1626,B1626,Refunded,0
P1627,B1627,Paid,6851
P1628,B1628,Paid,43936
P1629,B1629,Paid,47048
P1630,B1630,Paid,10955
P1631,B1631,Paid,23010
P1632,B1632,Paid,15518
P1633,B1633,Paid,10129
P1634,B1634,Paid,18648
P1635,B1635,Paid,52404
P1636,B1636,Paid,11361
P1637,B1637,Refunded,0
P1638,B1638,Paid,11848
P1639,B1639,Paid,13862
P1640,B1640,Paid,51176
P1641,B1641,Paid,29754
P1642,B1642,Refunded,0
P1643,B1643,Paid,22526
P1644,B1644,Paid,19060
P1645,B1645,Paid,26280
P1646,B1646,Paid,6610
P1647,B1647,Paid,30648
P1648,B1648,Refunded,0
P1649,B1649,Paid,12302
P1650,B1650,Paid,8097
P1651,B1651,Paid,17526
P1652,B1652,Paid,22728
P1653,B1653,Paid,20264
P1654,B1654,Paid,30009
P1655,B1655,Paid,7524
P1656,B1656,Paid,26544
P1657,B1657,Paid,9239
P1658,B1658,Paid,37796
P1659,B1659,Refunded,0
P1660,B1660,Paid,32340
P1661,B1661,Paid,37708
P1662,B1662,Paid,35592
P1663,B1663,Paid,20343
P1664,B1664,Paid,20120
P1665,B1665,Paid,6826
P1666,B1666,Paid,12198
P1667,B1667,Paid,6385
P1668,B1668,Paid,37124
P1669,B1669,Paid,6822
P1670,B1670,Paid,12090
P1671,B1671,Paid,44152
P1672,B1672,Paid,19068
P1673,B1673,Paid,12894
P1674,B1674,Paid,38805
P1675,B1675,Paid,38013
P1676,B1676,Paid,30796
P1677,B1677,Paid,6864
P1678,B1678,Paid,32432
P1679,B1679,Refunded,0
P1680,B1680,Paid,36339
P1681,B1681,Paid,15398
P1682,B1682,Paid,48016
P1683,B1683,Paid,18936
P1684,B1684,Paid,24154
P1685,B1685,Paid,23392
P1686,B1686,Paid,13236
P1687,B1687,Paid,14028
P1688,B1688,Paid,32016
P1689,B1689,Paid,18428
P1690,B1690,Paid,26310
P1691,B1691,Paid,15098
P1692,B1692,Paid,16773
P1693,B1693,Paid,20883
P1694,B1694,Paid,11209
P1695,B1695,Paid,34383
P1696,B1696,Paid,8150
P1697,B1697,Paid,45516
P1698,B1698,Paid,17744
P1699,B1699,Paid,17108
P1700,B1700,Paid,39648
P1701,B1701,Paid,24297
P1702,B1702,Paid,7637
P1703,B1703,Paid,22000
P1704,B1704,Paid,25911
P1705,B1705,Paid,12248
P1706,B1706,Refunded,0
P1707,B1707,Paid,38000
P1708,B1708,Paid,20902
P1709,B1709,Paid,35260
P1710,B1710,Refunded,0
P1711,B1711,Paid,33120
P1712,B1712,Paid,13074
P1713,B1713,Paid,20870
P1714,B1714,Paid,34288
P1715,B1715,Paid,35424
P1716,B1716,Paid,35788
P1717,B1717,Paid,16602
P1718,B1718,Paid,18580
P1719,B1719,Refunded,0
P1720,B1720,Paid,35456
P1721,B1721,Paid,21708
P1722,B1722,Paid,11170
P1723,B1723,Paid,46692
P1724,B1724,Paid,16130
P1725,B1725,Paid,35523
P1726,B1726,Paid,36716
P1727,B1727,Paid,47488
P1728,B1728,Paid,23252
P1729,B1729,Paid,12146
P1730,B1730,Paid,16581
P1731,B1731,Paid,27582
P1732,B1732,Paid,30540
P1733,B1733,Paid,31240
P1734,B1734,Paid,26060
P1735,B1735,Paid,25260
P1736,B1736,Paid,21681
P1737,B1737,Refunded,0
P1738,B1738,Paid,11386
P1739,B1739,Refunded,0
P1740,B1740,Paid,11840
P1741,B1741,Paid,32008
P1742,B1742,Paid,30516
P1743,B1743,Paid,6143
P1744,B1744,Paid,12358
P1745,B1745,Paid,8740
P1746,B1746,Paid,32859
P1747,B1747,Paid,10032
P1748,B1748,Paid,30402
P1749,B1749,Paid,33404
P1750,B1750,Paid,30345
P1751,B1751,Paid,38541
P1752,B1752,Paid,21738
P1753,B1753,Paid,50212
P1754,B1754,Paid,19032
P1755,B1755,Paid,28496
P1756,B1756,Paid,20758
P1757,B1757,Paid,23463
P1758,B1758,Paid,36210
P1759,B1759,Paid,16371
P1760,B1760,Paid,27231
P1761,B1761,Paid,12658
P1762,B1762,Refunded,0
P1763,B1763,Refunded,0
P1764,B1764,Paid,41980
P1765,B1765,Paid,23620
P1766,B1766,Paid,12574
P1767,B1767,Paid,18254
P1768,B1768,Paid,18212
P1769,B1769,Paid,25077
P1770,B1770,Paid,25684
P1771,B1771,Paid,6625
P1772,B1772,Paid,11409
P1773,B1773,Paid,24186
P1774,B1774,Paid,33676
P1775,B1775,Paid,20727
P1776,B1776,Paid,21140
P1777,B1777,Paid,10331
P1778,B1778,Paid,21756
P1779,B1779,Paid,18030
P1780,B1780,Paid,33519
P1781,B1781,Paid,8545
P1782,B1782,Paid,46220
P1783,B1783,Paid,50652
P1784,B1784,Paid,20835
P1785,B1785,Paid,29001
P1786,B1786,Paid,47376
P1787,B1787,Paid,9174
P1788,B1788,Paid,21188
P1789,B1789,Paid,44736
P1790,B1790,Paid,51080
P1791,B1791,Paid,28128
P1792,B1792,Paid,31299
P1793,B1793,Paid,31710
P1794,B1794,Paid,36756
P1795,B1795,Paid,20496
P1796,B1796,Paid,25348
P1797,B1797,Paid,11078
P1798,B1798,Paid,22028
P1799,B1799,Paid,12452
P1800,B1800,Paid,15998
P1801,B1801,Paid,9646
P1802,B1802,Paid,17202
P1803,B1803,Paid,36429
P1804,B1804,Paid,24544
P1805,B1805,Paid,35428
P1806,B1806,Paid,20166
P1807,B1807,Paid,20928
P1808,B1808,Paid,41144
P1809,B1809,Paid,16154
P1810,B1810,Paid,42288
P1811,B1811,Paid,23072
P1812,B1812,Paid,45752
P1813,B1813,Paid,25794
P1814,B1814,Paid,29688
P1815,B1815,Paid,6970
P1816,B1816,Paid,34173
P1817,B1817,Paid,11942
P1818,B1818,Paid,37479
P1819,B1819,Paid,18674
P1820,B1820,Paid,12292
P1821,B1821,Paid,11008
P1822,B1822,Paid,32132
P1823,B1823,Refunded,0
P1824,B1824,Paid,27078
P1825,B1825,Paid,36316
P1826,B1826,Paid,11615
P1827,B1827,Refunded,0
P1828,B1828,Paid,17708
P1829,B1829,Paid,17088
P1830,B1830,Paid,32384
P1831,B1831,Paid,25736
P1832,B1832,Paid,48300
P1833,B1833,Paid,9974
P1834,B1834,Paid,6029
P1835,B1835,Paid,28107
P1836,B1836,Paid,20400
P1837,B1837,Paid,40604
P1838,B1838,Paid,10823
P1839,B1839,Paid,29382
P1840,B1840,Paid,21010
P1841,B1841,Paid,32272
P1842,B1842,Paid,6355
P1843,B1843,Paid,35244
P1844,B1844,Paid,17162
P1845,B1845,Paid,18474
P1846,B1846,Paid,23064
P1847,B1847,Refunded,0
P1848,B1848,Paid,19152
P1849,B1849,Paid,20127
P1850,B1850,Paid,13450
P1851,B1851,Paid,36484
P1852,B1852,Paid,29096
P1853,B1853,Paid,25888
P1854,B1854,Paid,7301
P1855,B1855,Paid,6743
P1856,B1856,Refunded,0
P1857,B1857,Paid,39996
P1858,B1858,Paid,11358
P1859,B1859,Paid,20632
P1860,B1860,Paid,26036
P1861,B1861,Paid,25588
P1862,B1862,Paid,15648
P1863,B1863,Paid,27231
P1864,B1864,Paid,16797
P1865,B1865,Paid,26712
P1866,B1866,Paid,6882
P1867,B1867,Paid,48684
P1868,B1868,Paid,11705
P1869,B1869,Paid,24690
P1870,B1870,Paid,8370
P1871,B1871,Paid,22383
P1872,B1872,Paid,19956
P1873,B1873,Paid,32760
P1874,B1874,Paid,9254
P1875,B1875,Paid,31800
P1876,B1876,Refunded,0
P1877,B1877,Paid,5649
P1878,B1878,Refunded,0
P1879,B1879,Refunded,0
P1880,B1880,Paid,6712
P1881,B1881,Paid,22962
P1882,B1882,Paid,37072
P1883,B1883,Refunded,0
P1884,B1884,Paid,5911
P1885,B1885,Paid,31828
P1886,B1886,Paid,35793
P1887,B1887,Paid,31635
P1888,B1888,Paid,31134
P1889,B1889,Paid,24468
P1890,B1890,Paid,24428
P1891,B1891,Paid,23604
P1892,B1892,Paid,16794
P1893,B1893,Paid,8789
P1894,B1894,Paid,17188
P1895,B1895,Paid,32964
P1896,B1896,Paid,19046
P1897,B1897,Refunded,0
P1898,B1898,Paid,11126
P1899,B1899,Paid,12254
P1900,B1900,Paid,23349
P1901,B1901,Paid,26421
P1902,B1902,Paid,39944
P1903,B1903,Paid,13908
P1904,B1904,Paid,30570
P1905,B1905,Paid,34776
P1906,B1906,Paid,11320
P1907,B1907,Paid,36556
P1908,B1908,Paid,21225
P1909,B1909,Paid,6615
P1910,B1910,Paid,22714
P1911,B1911,Paid,18186
P1912,B1912,Paid,35013
P1913,B1913,Paid,6442
P1914,B1914,Paid,6617
P1915,B1915,Paid,31892
P1916,B1916,Refunded,0
P1917,B1917,Paid,7780
P1918,B1918,Paid,9481
P1919,B1919,Paid,7913
P1920,B1920,Paid,32787
P1921,B1921,Paid,24992
P1922,B1922,Refunded,0
P1923,B1923,Paid,8549
P1924,B1924,Paid,5796
P1925,B1925,Paid,29816
P1926,B1926,Paid,29703
P1927,B1927,Paid,12430
P1928,B1928,Paid,17594
P1929,B1929,Paid,8984
P1930,B1930,Paid,47476
P1931,B1931,Paid,39240
P1932,B1932,Paid,22132
P1933,B1933,Paid,30102
P1934,B1934,Paid,18446
P1935,B1935,Paid,35284
P1936,B1936,Refunded,0
P1937,B1937,Paid,17364
P1938,B1938,Paid,39552
P1939,B1939,Paid,39952
P1940,B1940,Paid,46720
P1941,B1941,Paid,6105
P1942,B1942,Paid,12117
P1943,B1943,Paid,20301
P1944,B1944,Paid,26772
P1945,B1945,Refunded,0
P1946,B1946,Paid,27939
P1947,B1947,Paid,44884
P1948,B1948,Paid,25632
P1949,B1949,Paid,27213
P1950,B1950,Paid,43372
P1951,B1951,Paid,34184
P1952,B1952,Paid,18960
P1953,B1953,Paid,11238
P1954,B1954,Paid,28677
P1955,B1955,Paid,21804
P1956,B1956,Paid,10260
P1957,B1957,Paid,32445
P1958,B1958,Paid,15786
P1959,B1959,Paid,36260
P1960,B1960,Paid,6858
P1961,B1961,Paid,38181
P1962,B1962,Paid,7337
P1963,B1963,Paid,35360
P1964,B1964,Paid,39840
P1965,B1965,Paid,33284
P1966,B1966,Paid,35276
P1967,B1967,Paid,19864
P1968,B1968,Paid,23829
P1969,B1969,Paid,7411
P1970,B1970,Paid,25870
P1971,B1971,Paid,20424
P1972,B1972,Paid,34208
P1973,B1973,Refunded,0
P1974,B1974,Paid,37935
P1975,B1975,Paid,20922
P1976,B1976,Paid,19070
P1977,B1977,Paid,10075
